HEORG_REFNO,HealthOrg_Description,Postal_Address,Postal_Suburb,Postal_State,Postal_Postcode,Fax,Phone,Work_Phone,Mobile_Phone,Email
45170,Gardens Medical Group,"Level 3, 470 Wodonga Place",ALBURY,NSW,2640,02 6058 6168,02 6021 3555,NULL,NULL,gmg@thegardensmedical.com.au
62077,Gardens Medical Group Thurgoona,"CSU Car Park 10 , Building 693, Leahy Avenue",THURGOONA,NSW,2640,02 6058 6107,02 6058 6110,NULL,NULL,thurgoona@thegardensmedical.com.au
72838,Gardens Skin Cancer Centre,"""The Gardens"", Level 2, 470 Wodonga Place",ALBURY,NSW,2640,NULL,02 6067 2039,NULL,NULL,albury.reception@skincancercentres.com.au
61943,Gardenvale Dental,199A North Road,GARDENVALE,VIC,3185,NULL,03 9596 8033,NULL,NULL,NULL
18336,Gardenview House,Poplar Rd,Parkville,VIC,3052,NULL,8387 2145,NULL,NULL,NULL
26109,Garema Place Surgery,P.O. Box 232,Civic Square,ACT,2601,02 6248 6055,02 6257 1000,NULL,NULL,NULL
67977,Garfield Medical Centre,73 Main Street,GARFIELD,VIC,3814,03 5629 2885,03 5629 2408,NULL,NULL,garfieldpmc@hotmail.com
63270,Gargan Chiropractic Centre,35 Lyall Road,BERWICK,VIC,3806,03 9769 8810,03 9796 2808,NULL,NULL,enquiries@garganchiropractic.com.au
65466,Garth Phillips Clinical Psychology,"Suite 10, 19-23 Macauley Place",BAYSWATER,VIC,3153,03 9729 3837,0448 981 203,NULL,NULL,NULL
68622,Gary Braun - Respiratory and Sleep Medicine Physician,"Wattletree Specialist Consulting Suites, 267 269 Cranbourne Road",FRANKSTON,VIC,3199,NULL,03 9776 6933,NULL,NULL,NULL
62217,Gary Stopar Remedial Massage Therapist,10 Thomson Avenue,OLINDA,VIC,3788,NULL,03 9751 2434,NULL,NULL,s.stopar@bigpond.com
64895,Gastrocare,13 Eldale Avenue,GREENSBOROUGH,VIC,3088,03 8468 1667,03 8468 1666,NULL,NULL,admin@gastroenterologist.com.au
64931,Gastroenterology Services Tasmania,"Suite 2, 170 George Street",LAUNCESTON,TAS,7250,03 6334 2589,03 6334 1455,NULL,NULL,NULL
65947,Gastroenterology Specialists Melbourne,32 Beatty Avenue,ARMADALE,VIC,3143,03 9069 3207,03 9069 3206,NULL,NULL,NULL
63145,GASTROENTEROLOGY TASMANIA,"Calvary Hospital, 49 Augusta Road",LENAH VALLEY,TAS,7008,03 6281 9324,03 6281 9319,NULL,NULL,NULL
70911,GastroHealth Hobart,"The Coach House Building - St Johns Hospital, 30 Cascade Road",SOUTH HOBART,TAS,7004,03 6251 1585,03 6169 1177,NULL,NULL,info@gastrohobart.com.au
63107,Gastrointestinal Specialists,"Hillcrest Medical Centre Suite 1, 18 BELL STREET",HEIDELBERG HEIGHTS,VIC,3081,03 9457 3390,03 9455 2188,NULL,NULL,admin@gispecialists.com.au
63325,GastroMedicine & Endoscopy - Mornington,"Suite 1, 350 Main Street",MORNINGTON,VIC,3931,03 5973 4433,03 5973 4444,NULL,NULL,NULL
69117,Gastromelbourne,"Bellfield Consulting, 275 Bell Street",HEIDELBERG,VIC,3084,03 9455 0102,03 9455 0099,NULL,NULL,reception@digestivehealth.net.au
69691,GastroNorth,"Suit 1, 7 Ormond Boulevard",Bundoora,VIC,3083,03 9468 9701,03 9468 9700,NULL,NULL,NULL
50890,Gastronorth,"Suite 1, 7 ORMOND BOULEVARD",BUNDOORA,VIC,3083,03 9468 9701,03 9468 9700,NULL,NULL,reception@gastronorth.com.au
33470,GastroNorth,119 Plenty Road,Bundoora,VIC,3083,9468 9701,9468 9700,NULL,NULL,NULL
64833,GastroX,6 PLOWMAN PLACE,FRANKSTON,VIC,3199,03 7038 0972,03 7038 0963,NULL,NULL,admin@gastrox.com.au
62207,Gateway Health - Myrtleford,32 Smith Street,MYRTLEFORD,VIC,3737,03 5751 1822,03 5731 3500,NULL,NULL,info@gatewayhealth.org.au
35090,Gateway Health - Wangaratta,45-47 MacKay Street,WANGARATTA,VIC,3677,03 5722 2313,03 5723 2000,NULL,NULL,info@gatewayhealth.org.au
37191,Gateway Health - Wodonga,155 High Street,WODONGA,VIC,3690,02 6024 5792,02 6022 8888,NULL,NULL,info@gatewayhealth.org.au
29431,Gateway Plaza Family Medical Practice,"Gateway Plaza, 641-659 Bellarine Highway",LEOPOLD,VIC,3224,03 5250 4066,03 5250 4566,NULL,NULL,NULL
66755,Gators Myotherapy & Personal Training,299 Auburn Road,HAWTHORN,VIC,3122,NULL,03 9813 3345,NULL,NULL,info@gatorshealth.com.au
66336,Gavins Muscular Therapy Centre,22 Hopetoun Avenue,MORWELL,VIC,3840,NULL,1800 501 621,NULL,NULL,NULL
63329,Gecko Physiotherapy,232 Thirteenth Street,MILDURA,VIC,3500,03 5021 5685,03 5021 0520,NULL,NULL,gecko9@ncable.com.au
68478,Geelong & Colac Orthodontics - Colac,93 Gellibrand Street,COLAC,VIC,3250,03 5231 1258,1300 462 722,NULL,NULL,info@goforasmile.com.au
64992,Geelong & Colac Orthodontics - Geelong,"Suite 1, 27 31 Myers Street",GEELONG,VIC,3220,03 52226367,1300 462 722,NULL,NULL,info@goforasmile.com.au
18337,Geelong Aged Care,6A Perrett St,Grovedale,VIC,3216,NULL,5247 2000,NULL,NULL,NULL
62165,Geelong Anaesthetic Group,"St John of God Specialist Centre, Level 2 Suite 5, 83 Myers Street",GEELONG,VIC,3220,03 5222 4044,03 5222 3500,NULL,NULL,admin@gag.com.au
60412,Geelong Bodi And Mind,37 Swanston Street,GEELONG,VIC,3220,03 5229 5533,03 5223 2370,NULL,NULL,info@bodiandmind.com.au
67340,Geelong Cancer Physicians,"Epworth Hospital, Suite 6.5, 1 Epworth Place",WAURN PONDS,VIC,3216,03 5271 7652,03 5271 7654,NULL,NULL,admin@geelongcancerphysicians.com.au
32471,Geelong Cardiology Practice,"Level 4, Kardinia House Bellerine Street",Geelong,VIC,3220,4215 1990,4215 1955,NULL,NULL,NULL
62435,Geelong Cardiology Practice,"Geelong Hospital, Level 4, 272 Ryrie Street",GEELONG,VIC,3220,03 4215 1990,03 4215 1955,NULL,NULL,cardiology@barwonhealth.org.au
64262,Geelong Children's Clinic,"Epworth Geelong Hospital, Level 6 Suite 6/11, 1 Epworth Place",WAURN PONDS,VIC,3216,03 5271 8674,03 5271 8667,NULL,NULL,home@geelongchildrensclinic.com.au
10261,GEELONG CITY MED CLIN,GEELONG CITY MED CLIN 255 RYRIE STREET,GEELONG,VIC,3220,5222 1665,5222 1666,NULL,NULL,NULL
62156,Geelong City Medical Clinic,255 Ryrie Street,GEELONG,VIC,3220,03 5222 1665,03 5222 1666,NULL,NULL,geelongcitymc@hotmail.com
65642,Geelong City Obstetrics and Gynaecology,"Granada Medical Centre, Level 2, 88 Myers Street",GEELONG,VIC,3220,03 5221 8372,03 5222 8858,NULL,NULL,admin@gcog.com.au
9269,"Geelong Clinic, The",98 Townsend Road,Whittington,VIC,3219,NULL,03 5248 1155,NULL,NULL,NULL
62955,Geelong Dental & Implant Centre,200 Malop Street,GEELONG,VIC,3220,03 5229 2619,03 5223 2833,NULL,NULL,info@gdic.com.au
60917,Geelong Dermatology,19 McKillop Street,GEELONG,VIC,3220,03 5221 2528,03 5221 5203,NULL,NULL,reception@geelongdermatology.com.au
63757,Geelong Endocrinology and Diabetes,248 Malop Street,GEELONG,VIC,3220,03 4206 7050,03 5201 6944,NULL,NULL,NULL
71312,Geelong Familial Cancer Clinic,"Andrew Love Cancer Centre, 70 Swanston Street",GEELONG,VIC,3220,03 9342 4267,03 9342 7151,NULL,NULL,familycancer@mh.org.au
66192,Geelong Foot Clinic,12 Myers Street,GEELONG,VIC,3220,03 5222 5808,03 5222 4020,NULL,NULL,admin@geelongfootclinic.com.au
66561,Geelong Gastroenterology - Dr Lauren Beswick,"St John of God Specialist Centre, Level 1 Suite 4, 83 Myers Street",GEELONG,VIC,3220,03 5229 3864,03 5229 1987,NULL,NULL,drbeswick@geelonggastro.com.au
66006,Geelong Haematology,"St John of God Hospital, Level 5 Suite 5, 80 Myers Street",GEELONG,VIC,3220,03 5201 0895,03 5201 0894,NULL,NULL,NULL
64562,Geelong Hand Therapy,3 Sydney Avenue,GEELONG,VIC,3220,03 5221 7710,03 5221 7171,NULL,NULL,info@geelonghandtherapy.com.au
63581,Geelong Health - Physiotherapy,2 18 Colac Road,BELMONT,VIC,3216,NULL,0438 351 483,NULL,NULL,info@geelonghealth.com
16158,GEELONG HOSP- STAFF,GEELONG HOSPITAL- STAFF C RYRIE STREET,GEELONG,VIC,3221,5226 7077,5226 7681,NULL,NULL,NULL
68431,Geelong Hydrotherapy Centre,45 95 Ballarat Road,NORTH GEELONG,VIC,3215,03 4215 6399,03 4215 5851,NULL,NULL,hydrotheraphyreception@barwonhealth.org.au
68088,Geelong Maternity Group,"Epworth Geelong, Suite 3 Level 3, 1 Epworth Place",WAURN PONDS,VIC,3216,03 5271 7945,03 5271 7939,NULL,NULL,NULL
9752,Geelong Medical & Hospital Benefits Association Ltd,P.O. Box 761,Geelong,VIC,3220,(03) 5224 8659,1300 136 652,NULL,NULL,NULL
63884,Geelong Medical Acupuncture Clinic,"Level 5, 80 Myers Street",GEELONG,VIC,3220,NULL,0423 857 546,NULL,NULL,NULL
66699,Geelong Medical Imaging - Highton,91 Barrabool Road,HIGHTON,VIC,3216,03 5249 4656,03 5249 4646,NULL,NULL,info@gmi.net.au
63536,Geelong Occupational Therapy,12 Cheam Walk,HIGHTON,VIC,3216,03 5222 6061,0409405017,NULL,NULL,andrea@geelongot.com.au
66262,Geelong Ophthalmology,126 Gheringhap Street,GEELONG,VIC,3220,03 5229 9599,03 5229 9099,NULL,NULL,alison@geelongeyes.com
20662,Geelong Opthalmology,98 Gheringhap Street,Geelong,VIC,3220,5229 9599,5229 9099,NULL,NULL,NULL
65244,Geelong Oral and Maxillofacial Surgery,"Geelong Private Medical Centre, Level 3 Suite 6, 73 Little Ryrie Street",GEELONG,VIC,3220,03 5226 1854,03 5226 1862,NULL,NULL,info@geelongoms.com.au
66068,Geelong Orthopaedics - Dr Liam Halliday,"Level 6.2, 1 EPWORTH PLACE",WAURN PONDS,VIC,3216,03 5201 0268,03 4216 5540,NULL,NULL,NULL
65991,Geelong Orthopaedics and Sports Medicine,244 MALOP STREET,GEELONG,VIC,3220,03 5221 6426,03 5222 4411,NULL,NULL,info@geelongorthopaedics.com.au
73603,Geelong Orthotics Pty Ltd,70 Bellerine Street,GEELONG,VIC,3220,03 5223 3229,03 5224 2200,NULL,NULL,info-sales@geelongorthotics.com.au
66511,Geelong Osteopathic & Healthcare Clinic,291 Princes Highway,WERRIBEE,VIC,3030,03 9742 6371,03 9731 1111,NULL,NULL,gohcclinic@gmail.com
63621,Geelong Osteopathic and Healthcare Clinic - Barwon Heads,25 Midden Terrace,BARWON HEADS,VIC,3227,03 5229 8715,03 5229 8021,NULL,NULL,NULL
60455,Geelong Osteopathic and Healthcare Clinic - Geelong,4 Coronation Street,GEELONG WEST,VIC,3218,03 5229 8715,03 5229 8021,NULL,NULL,gohcclinic@gmail.com
30909,Geelong Paediatric Group,348 Ryrie Street,GEELONG,VIC,3220,03 5222 4311,03 5222 2222,NULL,NULL,reception@g-pg.com.au
61002,Geelong Periodontics and Dental Implants,68 Bellerine Street,GEELONG,VIC,3220,03 5229 4775,03 5229 8456,NULL,NULL,admin@geelongperio.com.au
63343,Geelong Physiotherapy,42 Bellerine Street,GEELONG,VIC,3220,.,03 5224 2223,NULL,NULL,reception@geelongphysiotherapy.com.au
63303,Geelong Physiotherapy - Ocean Grove,"Unit 3, 79 The Parade",OCEAN GROVE,VIC,3226,03 5255 5755,03 5255 5755,NULL,NULL,reception@geelongphysiotherapy.com.au
63618,Geelong Podiatry,"Suite 2, 175 McKillop Street",GEELONG,VIC,3220,03 5222 2882,03 5222 7744,NULL,NULL,reception@geelongpodiatry.com.au
64382,Geelong Private Consulting Rooms,"Level 3 Suite 5, 73 Little Ryrie Street",GEELONG,VIC,3220,03 5226 1677,03 5226 1675,NULL,NULL,NULL
9347,Geelong Private Hospital,Cnr Ryrie & Bellarine Streets,Geelong,VIC,3220,NULL,03 5226 1600,NULL,NULL,NULL
60359,Geelong Psychology Group,"LEVEL 1, 75-77 MOORABOOL STREET",GEELONG,VIC,3220,03 5229 5651,03 5221 7197,NULL,NULL,NULL
66209,Geelong Rehabilitation Centre,2 Bellarine Highway,NEWCOMB,VIC,3219,03 5248 2529,03 5248 7079,NULL,NULL,geelongrehabilitationcentre@gmail.com
73342,Geelong Respiratory Medicine,"Granada Medical Centre Level 1 Suite 2, 88 MYERS STREET",GEELONG,VIC,3220,03 4206 7767,03 5229 5099,NULL,NULL,reception@geelongrespmed.com.au
64729,Geelong Smile Studio,7 McKillop Street,GEELONG,VIC,3220,03 5249 3455,03 5221 6610,NULL,NULL,info@smilestudio.com.au
68339,Geelong Sports Physicians,307 PAKINGTON STREET,NEWTOWN,VIC,3220,03 7020 7722,03 5223 2840,NULL,NULL,NULL
62290,Geelong Urology,"Granada Medical Centre, Level 2 Suite 3, 88 Myers Street",GEELONG,VIC,3220,03 5229 9295,03 5229 9105,NULL,NULL,info@geelongurology.com.au
60676,Geelong Veins Skin & Laser,110 Mckillop Street,GEELONG,VIC,3220,NULL,03 5229 6866,NULL,NULL,reception@geelongveinsskinlaser.com.au
63658,Geelong West Medical Clinic,10-12 CHURCH STREET,NORTH GEELONG,VIC,3215,03 4245 2188,03 4245 2088,NULL,NULL,reception@geelongwestmedicalclinic.com.au
67160,Geeveston Medical Centre,19 Arve Road,GEEVESTON,TAS,7116,03 6213 1933,03 6124 2505,NULL,NULL,reception@huonvalleymedical.com.au
11008,"GEN PRAC CLIN, NORTHERN H","GEN PRAC CLIN, NORTHERN H 185 COOPER STREET",EPPING,VIC,3076,8405 8866,9408 6655,NULL,NULL,NULL
73585,Gena Fawns,8 Martin Court,FAIRFIELD,VIC,3078,NULL,0409 865 364,NULL,NULL,gena@netspace.net.au
46870,Genea - Melbourne,10 Martin Street,HEIDELBERG,VIC,3084,03 9977 7450,03 9977 7400,NULL,NULL,NULL
61273,General & Cosmetic Dentistry,719 High Street,KEW EAST,VIC,3102,03 9859 1711,03 9859 2749,NULL,NULL,smile@generalandcosmeticdentistry.net.au
64220,General Dental Clinic,282 High Street,PRESTON,VIC,3072,03 9478 2930,03 9478 2939,NULL,NULL,NULL
61684,Generations Dental,815 Doncaster Road,DONCASTER,VIC,3108,03 9848 9422,03 9848 9422,NULL,NULL,info@generationsdental.com.au
48790,Generations Family Medical Practice,"Shop 19, 113 - 131 Days Road",Croydon Park,SA,5008,08 8340 0595,08 8340 3777,NULL,NULL,NULL
64609,Genesis Care Frankston,"Frankston Private Hospital, 5 Susono Way",FRANKSTON,VIC,3199,03 9781 8282,03 9781 8200,NULL,NULL,frankstonreception@genesiscare.com.au
35913,Genesis Care Radiation Oncology Centre,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
39232,Genesis Care Radiation Oncology Centre,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
47741,Genesis Care Radiation Oncology Centre Cabrini,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
68112,Genesis Consulting Psychologists,"Real of Salvation Army, 265 LAVA STREET",WARRNAMBOOL,VIC,3280,03 5561 2742,03 5561 2301,NULL,NULL,NULL
16159,GENESIS MED CTR,390 BAY STREET,BRIGHTON,VIC,3186,9596 1077,9596 6422,NULL,NULL,NULL
64043,Genesis@Medi7,471 CENTRE ROAD,BENTLEIGH,VIC,3204,03 9018 8161,03 8376 6318,NULL,NULL,genesis@medi7.com.au
60411,GenesisCare - Malvern (Cabrini Hospital),"Cabrini Hospital Malvern,  Level B4, Gandel Wing, 181-183 Wattletree Road",MALVERN,VIC,3144,03 9597 6910,03 9597 6900,NULL,NULL,cabrinireception@genesiscare.com.au
61568,GenesisCare Centre for Radiation Oncology,"Level 5, 126 Wellington Parade",EAST MELBOURNE,VIC,3002,03 9418 2288,03 9418 2200,NULL,NULL,NULL
65271,"GenesisCare, Albury Wodonga (AWRCC)","Albury Wodonga Regional Cancer Centre (AWRCC), 201 BORELLA ROAD",EAST ALBURY,NSW,2640,02 6024 1418,02 6024 1418,NULL,NULL,awreception@genesiscare.com
61229,"GenesisCare, Berwick","St John of God Berwick Specialist Centre, 55 Kangan Drive",BERWICK,VIC,3806,03 8794 2710,03 8794 2700,NULL,NULL,berwickreception@genesiscare.com
35951,"GenesisCare, Epping","Epping Medical Centre, Ground Floor, 230 Cooper Street",EPPING,VIC,3076,03 9409 8080,03 9409 8000,NULL,NULL,eppingreception@genesiscare.com.au
60635,"GenesisCare, Fitzroy","St Vincent's Hospital, 41 VICTORIA PARADE",FITZROY,VIC,3065,03 9427 6510,03 9427 6500,NULL,NULL,svreception@genesiscare.com
62567,"GenesisCare, Footscray (Western Private Hospital)","Western Private Hospital, 1 Marion Street",FOOTSCRAY,VIC,3011,03 9319 3232,03 9319 3200,NULL,NULL,footscrayreception@genesiscare.com.au
62153,"GenesisCare, Ringwood","Ringwood Private Hospital, 36 MT DANDENONG ROAD",RINGWOOD EAST,VIC,3135,03 8870 3388,03 8870 3300,NULL,NULL,ringwoodreception@genesiscare.com
62755,"GenesisCare, Shepparton",124 Corio Street,SHEPPARTON,VIC,3630,03 5825 9710,03 5825 9700,NULL,NULL,sheppartonreception@genesiscare.com
66565,Genetic Clinics Australia,263 GLEN EIRA ROAD,CAULFIELD NORTH,VIC,3161,03 9532 9555,03 9528 1910,NULL,NULL,NULL
61624,Gentle Dental Geelong,244 Pakington Street,GEELONG WEST,VIC,3218,03 5229 3766,03 5222 2477,NULL,NULL,info@gentledental.net.au
63042,Gentle Dental Hawthorn,781 Glenferrie Road,HAWTHORN,VIC,3122,03 9819 2121,03 9818 2994,NULL,NULL,info@gentledental.com.au
67949,Gentle Dentle,332 Blackburn Road,BURWOOD EAST,VIC,3151,NULL,03 9803 8588,NULL,NULL,gentdent@bigpond.com
62646,Gentle Family Chiropractic,1258 Plenty Road,BUNDOORA,VIC,3083,03 9467 8666,03 9467 8222,NULL,NULL,fpakzamir@hotmail.com
64489,Genuine Dental,"Mill Park Lakes, Shop 6, 1 The Promenade",SOUTH MORANG,VIC,3752,03 9408 6266,03 9408 0004,NULL,NULL,genuinedental@bigpond.com
65803,Geoff Hinde - Psychology,Confidential Address,BEAUMARIS,VIC,3193,NULL,03 9589 7172,NULL,NULL,geoff@hindesite.com.au
18338,Geoffrey Cutter Centre,Kenny St,Ballarat,VIC,3350,NULL,5337 1567,NULL,NULL,NULL
69421,Geoffrey Fong Osteopathic Services Camberwell,183 Through Road,CAMBERWELL,VIC,3124,NULL,03 9888 6877,NULL,NULL,geoffrey@fong.com.au
66264,Geoffrey Greenwood - Physiotherapist,"Toorak Place, Ground Floor , 521 Toorak Road",TOORAK,VIC,3142,03 9827 0523,03 9825 2697,NULL,NULL,geoff@motion-health.com.au
69426,Geoffrey Stuart Hebbard - Gastroenterologist,"Royal Melbourne Hospital, 300 Gratton Street",PARKVILLE,VIC,3052,03 8692 6291,0404 660 895,NULL,NULL,NULL
52790,George & Matilda Eyecare,"Shop 215, 571 - 583 High St",Epping,VIC,3076,8526 0353,9401 4643,NULL,NULL,NULL
47910,George & Matilda Eyecare,"Shop 8, 11 - 13 Sydney Street",Kilmore,VIC,3764,5835 6470,5782 1737,NULL,NULL,NULL
68445,George & Matilda Eyecare - Werribee,"Pacific Shopping Centre, Shop 280, Corner Derrimut and Heaths Road",WERRIBEE,VIC,3030,NULL,03 9749 3768,NULL,NULL,NULL
54730,George Street Medical Centre,308 George Street,Sydney,NSW,2000,NULL,02 9231 3211,NULL,NULL,NULL
61975,George T Lakes Physiotherapist,48 Station Street,MOORABBIN,VIC,3189,03 9553 1771,03 9553 1771,NULL,NULL,NULL
60321,George Town Medical Centre,49 Anne Street,GEORGE TOWN,TAS,7253,03 6382 3535,03 6382 4333,NULL,NULL,reception@georgetownmedical.com.au
18339,George Vowell Aged Care Facility,Cobb Rd,Mount Eliza,VIC,3930,9787 1778,9787 2811,NULL,NULL,NULL
67648,Georgia Soldatos - Endocrinologist - Clayton,"Suite B, 246 Clayton Road",CLAYTON,VIC,3168,03 9563 7554,03 9579 0100,NULL,NULL,NULL
60643,Gerald Purchase - Clinical Psychologist,133 Flora Avenue,MILDURA,VIC,3500,03 5021 1697,03 5021 1697,NULL,NULL,gerald.purchase@outlook.com
62303,Geraldine Lum - Clinical Psychologist,6 BEREA STREET,HOBART,TAS,7000,03 6223 4944,03 6223 7352,NULL,NULL,NULL
73425,Geriatric Medicine Telehealth Clinic,58A Hargreaves Street,BENDIGO,VIC,3550,NULL,0439 472 960,NULL,NULL,geriatricmedtelehealth@gmail.com
63832,Get Massaged,"Shop 3, 68 70 Princess Highway",BEACONSFIELD,VIC,3807,03 9768 9295,03 9768 9295,NULL,NULL,trista@getmassaged.com.au
63858,Get Set Physiotherapy,1063 Doncaster Road,DONCASTER EAST,VIC,3109,03 9841 5977,03 9841 5777,NULL,NULL,NULL
47870,Get Well Clinic,408 Maroondah Highway,HEALESVILLE,VIC,3777,03 5962 4485,03 5962 4030,NULL,NULL,info@getwellclinic.com.au
56330,Get Well Medical Centre,75 Arthurs Street,St Albans,VIC,3021,9366 7660,9366 5444,NULL,NULL,NULL
65755,Getwell Medical Centre,75 ARTHUR STREET,ST ALBANS,VIC,3021,03 9366 7660,03 9366 5444,NULL,NULL,info@getwellmedicals.com.au
65818,Gheringhap Medical Centre & Skin Clinic,21A GHERINGHAP STREET,GEELONG,VIC,3220,NULL,03 9088 4116,NULL,NULL,reception@gheringhapmedical.com.au
73855,GHFP Nurture,"Tenancy 1, 1 COMMERCE DRIVE",HOWRAH,TAS,7018,NULL,0361690005,NULL,NULL,nurture.admin@ghfp.com.au
63694,Gianna Venturi - Bowen Therapy and Remedial Massage,5 Greta Court,HIGHETT,VIC,3190,NULL,0409 864 250,NULL,NULL,NULL
62369,Gibson Dentistry,22 Kay Street,TRARALGON,VIC,3844,03 4106 4860,03 5177 8800,NULL,NULL,info@gibsondentistry.com.au
68233,GIG Radiology Pakenham,23 John Street,PAKENHAM,VIC,3810,03 7000 5042,03 5991 7368,NULL,NULL,cranbourneteam@gigradiology.com.au
66355,Gilbert Road Specialists,272 GILBERT ROAD,PRESTON,VIC,3072,0388884969,0390171617,NULL,NULL,reception@gilbertroadspecialists.com.au
66614,Gillian Groom - Occupational Therapist,47 Sandy Bay Road,BATTERY POINT,TAS,7004,03 6224 8922,03 6224 2080,NULL,NULL,gilliangroom@jgc.com.au
65710,Gillian Hehir - Clinical Psychologist,"Dawson House, 15 Dawson Street",BALLARAT,VIC,3350,03 5364 2911,03 5364 2944,NULL,NULL,gillianh@ncable.net.au
10556,GILLIES ST MED PRAC,GILLIES ST MED PRAC 452 GILLIES STREET,WENDOUREE,VIC,3355,5339 2832,5339 5055,NULL,NULL,NULL
18340,Gillin Park Retirement Village,21-57 Mahoneys Rd,Warrnambool,VIC,3280,NULL,5561 1977,NULL,NULL,NULL
65308,Gina Mendoza - Exercise Physiologist,"Brooke Street Medical Centre, 14 BROOKE STREET",WOODEND,VIC,3442,NULL,03 5427 1002,NULL,NULL,gmendoza@bsmc.net.au
64900,Giorgio Dental Laboratories - Coburg,205 209 Moreland Road,COBURG,VIC,3058,03 9386 7966,03 9386 7900,NULL,NULL,giorgio@giorgio.com.au
63526,Gippsland and East Gippsland Aboriginal Co-operative,37-53 Dalmahoy Street,BAIRNSDALE,VIC,3875,03 5152 3115,03 5150 0700,NULL,NULL,adminbuilding@gegac.org.au
68630,Gippsland Bariatric Services,150 Princes Highway,TRARALGON,VIC,3844,03 5174 0046,03 5174 0036,NULL,NULL,gippsbariatrics@gmail.com
71471,Gippsland Cardiology Services,"Co-located With Maryvale Private Hospital, 286 Maryvale Road",MORWELL,VIC,3840,03 4104 0882,03 5132 1323,NULL,NULL,info@gippslandcardiology.com.au
62044,Gippsland Dental Group - Morwell,128 Commercial Road,MORWELL,VIC,3840,03 5135 3322,03 5134 2255,NULL,NULL,admin@gippslanddental.com.au
63853,Gippsland Dental Group - Traralgon,23 Breed Street,TRARALGON,VIC,3844,03 5175 0055,03 5174 6800,NULL,NULL,admin@gippslanddental.com.au
69048,Gippsland Gastroenterology,"Suite 6, 10 Grey Street",TRARALGON,VIC,3844,03 5174 8188,03 5174 2988,NULL,NULL,info@gippslandgastro.com.au
73320,Gippsland Infectious Diseases Service,"Gladstone Street Medical Clinic, 46 Gladstone Street",WARRAGUL,VIC,3820,NULL,03 5642 6600,NULL,NULL,NULL
61549,Gippsland Lakes Chiropractic Centre,377 Esplanade,LAKES ENTRANCE,VIC,3909,NULL,03 5155 2266,NULL,NULL,frontdesk@gippslandlakeschiro.com.au
72687,Gippsland Lakes Complete Health - Bairnsdale,"Clinic 281, 281-283 Main Street",BAIRNSDALE,VIC,3875,03 5153 1087,03 5155 8300,NULL,NULL,hello@glch.org.au
68695,Gippsland Lakes Complete Health - Bruthen,51 Main Street,BRUTHEN,VIC,3885,03 5155 2119,03 5155 8300,NULL,NULL,homebasednursing@glch.org.au
24649,Gippsland Lakes Complete Health - Lakes Entrance,18-28 JEMMESON STREET,LAKES ENTRANCE,VIC,3909,03 5155 2119,03 5155 8300,NULL,NULL,medical@glch.org.au
64656,Gippsland Lakes Complete Health - Metung,3 Hardys Road,METUNG,VIC,3904,03 5155 2119,03 5155 8300,NULL,NULL,medical@glch.org.au
68160,Gippsland Lakes Complete Health - Nowa Nowa,6 Bridge Street,NOWA NOWA,VIC,3887,03 5155 7296,03 5155 8300,NULL,NULL,hello@glch.org.au
